SalesID,Salesprice
1228714,47918.6664926855
1228724,27443.09111290971
1228727,10539.747954905553
1228730,32582.060147830758
1228731,15942.662865922353
1228733,18282.726288712794
1228734,21827.989979587408
1228735,15153.592382215735
1228736,13891.1656106138
1228737,52483.45493507717
1228738,60595.176644470426
1228744,7549.25560699835
1228746,14327.76712313637
1228750,28469.836749638547
1228751,21806.266296398964
1228757,35781.082463288345
1228759,33179.779610191974
1228760,36296.899916227994
1228761,37346.286377988195
1228762,34840.56428812024
1228763,40786.87147083868
1228764,39069.60271068072
1228776,46861.0221916886
1228779,30681.83739787371
1228781,33878.04874210756
1228785,29247.788793530875
1228788,31428.869529571733
1228789,18186.450258855715
1228794,38450.582984524
1228795,38111.07249501351
1228809,29548.56051472556
1228816,20101.238755869173
1228818,15320.338417066796
1228822,16600.64093148064
1228824,27584.03920791111
1228829,19698.589686430485
1228831,27248.205583959596
1228833,41116.28997754482
1228835,20897.20930165251
1228837,27467.419106872443
1228846,31516.67061375979
1228847,28666.951612974382
1228850,25614.961963871767
1228854,24127.647059811534
1228858,25034.77203282399
1228859,39027.25289626954
1228863,62511.206556057325
1228865,28108.449548875797
1228866,41130.00217535293
1228867,33148.864413437484
1228871,56754.826740944736
1228872,37799.39921769836
1228874,13610.320663330049
1228876,16792.542652931003
1228877,16645.015180403534
1228878,16707.274795788147
1228879,11944.0173207694
1228881,13445.387526866194
1228888,8414.641073897508
1228890,14079.53829549354
1228894,12743.88795276786
1228896,10942.24529516214
1228899,20976.1494332768
1228902,39968.124693106605
1228907,61642.47036709421
1228914,16473.50245083005
1228919,29924.10988283231
1228922,11174.386404482819
1228924,26992.010212752844
1228926,34728.01149340855
1228929,40596.52607835939
1228933,74605.79501288288
1228935,9501.696107228472
1228936,9551.575914920779
1228940,42166.02942441545
1228946,51145.400259841954
1228951,29070.07417985137
1228952,28795.643602795986
1228953,56547.034574192505
1228969,43857.95710529795
1228985,28399.85007655528
1228994,31111.937427199126
1228995,24656.57292214364
1228996,12449.316548228602
1228997,14261.800789446736
1228998,32248.324704786897
1228999,24178.650713921757
1229003,10936.60431794522
1229004,10962.56585640676
1229005,11011.365190242857
1229006,35181.479829853204
1229007,25364.06672849406
1229008,11371.213355429532
1229009,14185.916572661305
1229017,23945.682068458285
1229025,19621.185775639184
1229027,20027.453636608916
1229028,30218.722802556487
1229043,15571.065915122032
1229047,16192.828584386181
1229049,18564.0909329981
1229052,21421.300989451724
1229053,20617.252800293536
1229054,25341.842107409208
1229055,31479.947255047126
1229057,36386.68270610753
1229065,41984.27105729416
1229080,12204.094165061635
1229083,25096.10693878667
1229086,47613.983717497526
1229087,34455.04611128428
1229092,31258.171326425905
1229096,13027.223254619068
1229099,27488.001589840052
1229100,26434.71887498158
1229101,25151.19250281424
1229102,51291.58085206567
1229103,30448.07309132767
1229104,15582.550232624466
1229105,30144.21846380566
1229112,22208.312351106713
1229114,46639.503723186004
1229119,45556.242471119396
1229128,19813.8363967705
1229129,28610.96544862311
1229133,67904.05208713407
1229135,69016.3405735552
1229137,26951.600321762864
1229138,47381.971092740256
1229139,16290.899731073878
1229140,53939.03764703042
1229142,9780.074796890032
1229143,10363.894619288996
1229148,10068.499848856854
1229150,68142.46007391732
1229220,8690.630202856355
1229223,48685.40156818529
1229227,36438.915719696975
1229236,39072.75290552671
1229241,17540.542099644983
1229242,22702.454404868007
1229257,39638.85696619679
1229262,15923.933306976973
1229289,18306.57458574027
1229290,31659.098013366493
1229291,11809.019188542796
1229292,17925.595530073326
1229293,18113.533561496406
1229295,12374.80780855926
1229296,16880.352771187863
1229300,59720.11653237359
1229314,53901.42089070349
1229315,38753.45360892333
1229316,16439.11965257395
1229321,13324.807841614907
1229322,23125.93263193205
1229323,25315.373934115414
1229324,22571.882854900945
1229329,23158.550514329614
1229331,22019.76331659826
1229336,52014.41764588424
1229337,56375.301791238504
1229338,46555.59442880736
1229344,25267.888433483437
1229353,27796.223663659322
1229368,17271.630125589778
1229372,10636.92715253284
1229387,8735.625951534079
1229388,13407.828861744722
1229395,66680.41866099215
1229396,57939.57315291498
1229397,33368.09771142903
1229399,40574.18650741076
1229402,13337.76844129957
1229403,11356.415319850643
1229409,55074.914800568586
1229415,55891.78224784117
1229422,33865.38311689775
1229425,12946.33695991298
1229428,11449.149603469605
1229429,13143.80890958242
1229439,43395.84175784011
1229443,25532.413085533804
1229444,8345.294713359826
1229454,12758.404135918263
1229455,8529.761425970737
1229459,18234.673865470613
1229463,7237.979109840324
1229471,25914.488006576634
1229473,28008.613562091505
1229474,39326.16311054348
1229475,51583.34164531832
1229476,65952.69218130624
1229477,37988.26470523193
1229480,23819.178964954885
1229497,22452.39354192634
1229498,13230.281700279127
1229511,11957.396445680146
1229513,29238.348559614627
1229514,30191.16496671062
1229515,33448.39583153943
1229516,31605.973357374016
1229517,13007.504259460233
1229518,14914.888251712171
1229519,29702.048889169364
1229520,30130.62843462391
1229521,30673.32323981871
1229522,35151.13475490797
1229523,11903.560066104981
1229536,26882.659981057812
1229539,28699.858499003727
1229541,11705.49238856105
1229543,11210.654583299443
1229546,12330.975839928045
1229547,12521.414361862551
1229548,13780.174640391215
1229549,16872.82949268691
1229553,52940.932469394626
1229564,65664.41043543947
1229567,17370.365930392854
1229580,41874.88333292545
1229581,17715.714563629655
1229582,33038.27517712504
1229583,31912.233510458376
1229585,9019.823546154139
1229586,29530.16524977169
1229589,8621.688699549952
1229590,34035.17068607389
1229591,10483.864200998634
1229594,12485.7967054924
1229597,12455.658545546012
1229601,24113.870873663975
1229604,12219.446640310367
1229606,10864.837584854517
1229609,54147.4064581733
1229620,9019.823546154139
1229622,43285.3343388582
1229624,26686.64325569512
1229639,10023.101917255215
1229646,30541.918699420632
1229648,29733.699320673135
1229649,10400.956786306873
1229654,30695.445352419163
1229656,25322.867793079153
1229657,27575.59054913455
1229671,18505.431169224223
1229672,20247.973390878833
1229676,20320.49353071198
1229677,30812.249580144806
1229679,12964.158588125625
1229680,25430.94452878759
1229681,19774.35240848305
1229689,65776.85704882213
1229690,38992.1458101956
1229691,64097.86530669521
1229708,18192.692564380064
1229711,20935.04387930181
1229726,29349.140922475148
1229728,69450.50702666264
1229729,67121.76968408056
1229730,14881.432132802054
1229734,28635.92493806503
1229739,9924.918966450217
1229740,17515.86573329305
1229741,11441.611276228397
1229742,9759.667930513615
1229743,12054.536111067642
1229754,15625.303840785444
1229759,42634.355730684605
1229762,19842.017239758436
1229763,11500.914632847649
1229772,35081.94303817098
1229775,34285.50016932977
1229777,25707.631524821925
1229783,27993.95768069757
1229784,47012.649291476504
1229785,40477.625608857525
1229789,24253.028314800955
1229790,26891.28863133555
1229795,28852.211974929618
1229798,15764.335502351323
1229804,19227.234062824566
1229807,28998.844838699966
1229809,20105.936682591087
1229810,22869.996088899916
1229811,14980.78819274182
1229812,59911.85912174061
1229814,25405.926592778567
1229816,29220.239624711376
1229817,29368.416230419905
1229820,56942.867470384146
1229821,10919.465446792314
1229822,16178.295241521782
1229825,25049.22048933823
1229827,20273.301874056233
1229832,16094.752924277305
1229841,28216.49953568103
1229842,29980.04799431734
1229848,33859.71564126826
1229860,28466.39868104033
1229862,14773.151015089312
1229869,17880.7773221921
1229873,52313.77071060605
1229874,59254.44485554006
1229875,50833.95600454327
1229876,12746.725871302076
1229877,12404.383111862551
1229878,46093.30684217033
1229879,15619.819810789912
1229884,14356.199145422506
1229889,64723.55937757838
1229890,71859.45248164287
1229893,37433.00146784116
1229896,23928.771387689536
1229902,46615.07282535145
1229905,27207.720788817398
1229906,20659.687161416583
1229907,23215.412456439757
1229908,23786.240473793492
1229910,11733.030838260038
1229924,30064.412989723554
1229927,23092.77118942087
1229928,20463.656959730586
1229929,75054.37559896345
1229930,18897.875273473623
1229932,56958.37669348194
1229934,17098.011458871366
1229937,34073.5042131005
1229939,33478.076558365196
1229942,11587.486065800153
1229948,23970.346230158728
1229955,18806.1879338913
1229970,9009.432568941422
1229974,66335.54088954495
1229975,67790.06274862683
1229977,18016.483419317796
1229999,24248.230002228163
1230003,24683.911079965354
1230004,23289.325794946686
1230005,24392.08066698952
1230008,12650.18371259163
1230010,13533.533485032161
1230011,11616.41426233725
1230014,12660.081359113705
1230018,23876.208146020646
1230019,24011.327193639692
1230020,8981.001437261355
1230021,8897.73439180681
1230022,24147.307383180545
1230025,23905.131143214687
1230029,11016.553594722543
1230030,11076.329235748184
1230032,51527.02876205869
1230037,19845.202978935315
1230038,19673.481181806048
1230039,26925.844724182767
1230041,23647.909265827366
1230047,23684.39767487629
1230094,28171.361942823783
1230106,57273.842303378995
1230114,25498.585770906568
1230117,62403.298285426965
1230120,22771.43596208368
1230121,14201.862839941057
1230122,26046.746507154363
1230123,38709.30738542341
1230133,12592.406083768316
1230139,18530.33269649311
1230140,9084.483134990442
1230146,28925.821974862047
1230149,19074.528439403402
1230150,25707.409992252702
1230156,67282.85973760286
1230162,65558.90886808757
1230165,33357.12571043937
1230166,33421.75821335313
1230167,33357.51478015356
1230169,62594.48473643231
1230170,69546.97021348012
1230171,65069.12141900021
1230172,25825.07281638425
1230173,28542.81904429205
1230174,28542.81904429205
1230175,66855.14437788844
1230176,64898.92921257132
1230177,64873.41347830558
1230178,32382.93120878407
1230179,31964.35277741152
1230181,50326.562900496516
1230210,13645.352365463317
1230216,37658.415904647045
1230217,39485.91572855025
1230221,21690.59161941215
1230222,25435.75075783135
1230227,50184.00874054996
1230230,26570.824230679882
1230232,48572.58066121839
1230233,18073.83285932764
1230234,20110.23100427909
1230235,50384.83977756523
1230236,52705.05395132457
1230237,35240.642862874316
1230238,38524.85548620916
1230239,32567.784498848323
1230265,16765.07602391803
1230266,25643.22520977942
1230267,28476.184832508978
1230268,28053.61180013657
1230274,9092.969557626802
1230277,36937.7256345642
1230286,15452.67088031078
1230287,28477.73718666095
1230294,29716.15056274803
1230300,70082.48168186734
1230301,70763.15685490177
1230303,54158.5810921432
1230305,58942.30572758266
1230309,61222.870459097765
1230312,68892.37639653009
1230314,55261.396099009784
1230321,76830.30263761108
1230322,49571.16534222571
1230324,74485.81179201009
1230325,84315.33620952061
1230326,51092.64016870905
1230327,33102.98911925203
1230328,29771.511687250662
1230329,13227.217974475858
1230338,50321.85343193504
1230339,67058.90800740107
1230341,7028.157608468029
1230342,24724.39261736572
1230364,58625.33838903615
1230366,55643.75859048072
1230369,14093.534630402279
1230370,14548.230278845682
1230374,30989.390000290994
1230376,13510.271765170832
1230389,65885.60378461958
1230390,33918.79254238193
1230391,43902.68757590449
1230393,19413.95776514507
1230401,68106.60047324593
1230404,54927.493650378055
1230405,10417.56432775199
1230409,11000.119555335015
1230410,10982.650317248856
1230411,10984.426598985809
1230412,11162.054214425923
1230413,10822.094753747713
1230414,16820.57497550072
1230420,58841.009368137704
1230421,63164.990447759235
1230422,21569.409041734412
1230423,21553.38340070877
1230424,21586.716734042104
1230425,21642.073876899245
1230426,22258.63186204276
1230427,22404.51639417729
1230428,22309.272887683786
1230429,22309.272887683786
1230430,22258.63186204276
1230431,22309.272887683786
1230432,22291.965195376095
1230433,22258.63186204276
1230434,22309.272887683786
1230435,22404.51639417729
1230436,22036.98122101712
1230437,22258.63186204276
1230438,22428.001242662143
1230439,22331.296697207596
1230440,22364.630030540928
1230441,22309.272887683786
1230442,22890.282763224906
1230443,58031.86194008951
1230446,56369.46822142108
1230447,61707.09057495503
1230448,24933.478334702795
1230457,45873.31397908507
1230458,44811.98158906965
1230463,27036.665565707943
1230464,15669.381370497102
1230477,13267.464280120577
1230481,31091.6648363891
1230495,54568.8595752695
1230496,59422.88692513085
1230498,41526.17158408159
1230499,36525.04264438542
1230502,28933.042882727867
1230503,18132.044304052986
1230513,28779.389174754982
1230514,18454.203935072066
1230519,28665.188459904333
1230520,28850.89107428342
1230521,22722.190884133674
1230522,30785.21918726231
1230523,28927.845456786403
1230529,8622.839645213766
1230530,9126.214989232492
1230533,41763.44653997963
1230534,28454.67386452342
1230536,20040.419296722794
1230538,10408.42349439776
1230544,23561.356318415823
1230549,29421.893346934678
1230554,13677.857123345466
1230555,40267.82813404636
1230557,7472.2914333552935
1230559,60170.07977660456
1230560,26382.29906538895
1230566,27908.931400095003
1230567,22035.126656431803
1230568,27502.42399773215
1230570,33461.03304923528
1230571,13031.922316253316
1230572,27916.65639419444
1230573,28328.68555746537
1230574,41429.66776706696
1230575,14498.160924993135
1230576,33398.89413304275
1230577,30304.776072069268
1230582,30018.125206481644
1230583,30404.881228237668
1230584,39486.26498928918
1230585,31850.178963462153
1230591,8863.285225776763
1230597,12738.612877785912
1230598,9433.249472452044
1230611,37408.75766810935
1230613,45609.78798914363
1230615,11629.089660565181
1230617,26215.982723658566
1230618,8934.826418502165
1230619,9029.349083337329
1230620,9293.276406014651
1230634,45557.32347743556
1230635,41302.22142405874
1230636,12674.38546604539
1230637,9275.199318628353
1230646,54195.19493089685
1230650,71275.97738624082
1230653,24608.04764110588
1230654,13047.265867096485
1230662,12830.72434853051
1230668,19087.572886814352
1230669,18966.32176363368
1230670,19860.35371603994
1230671,18812.219184332385
1230673,40229.48951284139
1230676,26284.984301033237
1230677,24480.949902194654
1230678,28039.785624892123
1230693,32100.612494571775
1230697,12167.502978853325
1230700,12155.894178329838
1230701,11135.95047577024
1230706,50473.27242739202
1230708,35472.98998382954
1230710,28948.839960980764
1230711,29386.258814526762
1230712,22423.439405052297
1230715,11821.401011036065
1230716,31432.738747730513
1230718,11200.712588065526
1230740,22262.179172800883
1230742,10418.322029106084
1230746,16471.889270225547
1230752,18027.20300135451
1230754,16294.770796053457
1230756,26320.612125313415
1230757,10875.395207325353
1230760,15389.045152237682
1230761,16487.093746674596
1230762,20235.651449346988
1230767,9253.520678791238
1230789,47492.27738438033
1230792,11022.396668111573
1230810,48118.34686533797
1230812,62735.64254187944
1230822,63739.124068455036
1230826,56452.46151997706
1230885,28628.490661663218
1230886,28199.60749132189
1230887,12946.023127354847
1230888,26789.928346753604
1230891,29567.506849949415
1230894,30705.071984884962
1230905,27099.240128851194
1230909,32343.81588790756
1230953,18831.56501095868
1230966,41510.00908480496
1230983,35915.14935722173
1230986,64065.77484504876
1230987,31404.631138756056
1230988,21812.561277794266
1230989,59222.389866433026
1231007,7627.571416887207
1231014,55997.12054967987
1231015,52158.335447329155
1231016,68125.34165203777
1231017,17010.47772059849
1231019,54796.209805306265
1231020,66797.74103222965
1231021,29947.476158644346
1231022,16184.867819776971
1231024,39044.290842939736
1231042,23076.852210875695
1231045,27238.566793694852
1231046,27752.876682570954
1231047,21391.895756408627
1231048,22051.545545581444
1231049,21935.74186396894
1231050,22216.107233893134
1231051,22159.28905207495
1231054,12591.432203310103
1231060,10958.32149572886
1231068,27820.601536658854
1231073,22245.201165739574
1231074,53958.01764208013
1231075,39646.971625612554
1231079,28130.88116094647
1231080,27525.96665530462
1231081,34804.22882216468
1231082,46921.08641289537
1231091,24980.550822108074
1231098,48203.47977937955
1231102,10831.855140345859
1231105,30311.62538278715
1231106,15783.88530597262
1231107,18409.961702276916
1231108,11914.1639424847
1231111,20114.92757629367
1231112,11682.035820559655
1231113,16041.970604188336
1231115,9863.535908229844
1231120,11316.200673692529
1231127,27347.42138657999
1231128,28393.17311152773
1231129,13243.4358408136
1231133,30235.900143157487
1231152,77800.82279000836
1231153,77592.93111571044
1231158,12203.37224170738
1231159,32925.87172268844
1231160,55724.36356799151
1231161,20264.163777367114
1231164,11601.456220787295
1231168,12766.425135381261
1231183,26300.19381117865
1231184,16277.587929470126
1231185,16315.192096136792
1231189,21032.350918936158
1231194,50974.341910115545
1231195,22078.661897850172
1231196,24302.973607151805
1231197,56087.55086298719
1231198,44257.8077513762
1231200,13926.953728112063
1231201,41828.40408989015
1231204,13636.341852994572
1231205,12348.975176085954
1231206,26034.759379210554
1231207,23193.637911205155
1231213,29272.986760992277
1231242,10490.494911741382
1231243,9851.765128560166
1231244,10630.060076227308
1231245,11350.369672789373
1231246,10295.149155190998
1231250,22426.73205266955
1231262,37446.97494718184
1231264,24530.51634684974
1231265,23293.827305144547
1231267,11321.991707767636
1231269,19226.311080975553
1231275,26276.900013261107
1231276,29593.18012191842
1231284,12792.717363464204
1231297,9784.940452795183
1231298,20648.511926418993
1231299,18714.529581432325
1231300,9218.610085140774
1231301,38595.82834607174
1231318,16865.870300257877
1231319,31992.411266447394
1231320,12764.287272566831
1231324,26513.00146389381
1231326,24479.12568581444
1231331,36489.54913980681
1231332,40598.0047509638
1231333,39692.73032222335
1231334,61748.862987264096
1231336,11127.52531018925
1231340,13193.218808195586
1231342,26755.716998000273
1231344,44298.29206907196
1231346,7961.996474323535
1231347,10805.308477561526
1231363,15999.86392549444
1231382,9591.174670579036
1231387,18772.460821159835
1231394,34485.61896275808
1231395,28112.797405552818
1231396,34016.61756499052
1231397,27769.422398422008
1231398,41706.02530169994
1231402,24854.09717416441
1231405,13115.167981018167
1231418,17115.287925277767
1231427,12707.082900302958
1231432,29007.97068034099
1231438,30124.854146239726
1231439,10753.835483455743
1231440,18696.989363713627
1231441,21384.649602590394
1231444,12537.975388737257
1231445,11115.605057299821
1231446,65058.9243290455
1231447,26076.036231923987
1231449,15349.370681487844
1231451,33744.597936423575
1231453,29760.764366846608
1231457,57389.66241559654
4244769,11441.31851571547
4245421,10968.561522219612
4245631,15763.879499145074
4245744,11909.963717553106
4245803,57179.51479440866
4245945,47030.40259395719
4245946,48542.98111713708
4245963,33282.34492668299
4245974,35652.132679616145
4245977,49964.19236668447
4246000,49468.64960842504
4246035,23383.833098562834
4246304,30680.96667731778
4246330,31142.92042532416
4246394,32222.081376891943
4246516,39083.96008451687
4247100,60851.346514883204
4247186,40323.49066331845
4247558,9087.908761806146
4247587,9483.08274900736
4247591,11822.8851606975
4247806,10012.496229919605
4247847,10287.57654776424
4247848,10305.278290465983
4248148,11621.077122631335
4248188,8791.253030498483
4248195,8658.703208486346
4248592,12606.535079369589
4248639,30342.99018813751
4248804,31200.45357100656
4249085,50340.26892609697
4249434,11214.238254610249
4249500,11350.69527903241
4249501,13095.156198666746
4249564,13016.535967044336
4249598,13966.559108269528
4249657,16218.566886766614
4249784,17990.94054696211
4249870,18047.64213216988
4249900,17862.637290520302
4250006,19173.862042025743
4250011,19480.384265630702
4250165,21665.87898491043
4250166,20352.081531024312
4250170,20006.09851995391
4250180,20781.194985612005
4250181,20051.591076825145
4250187,20781.194985612005
4250189,19955.530470764534
4250195,20006.09851995391
4250196,21346.829234308436
4250532,17978.587615944427
4250533,21689.650962270873
4250720,24232.77283539007
4250723,20293.65342552138
4250724,22840.669221655964
4250736,22683.508491353474
4250737,22817.454935941678
4250740,20245.627109731904
4250761,26453.920875467407
4251102,26300.905965048132
4251551,25753.56623538897
4251556,28555.78401267957
4251567,24520.62836850327
4251571,27271.46992599474
4251577,24520.62836850327
4251578,27271.46992599474
4251599,22553.49490711817
4251600,25553.99112573985
4251932,15402.025610902256
4252078,26032.957806658287
4252090,26335.452464777947
4252210,26181.63871326579
4252211,26638.291365365345
4252220,28735.96531023833
4252230,26258.089933142484
4252433,31457.311794818386
4252435,31722.7324927028
4252518,25687.8086639936
4252528,17839.727207252392
4252745,26629.65033550149
4252771,26996.32129928787
4253077,73933.70718608878
4253122,27498.04764607275
4253168,70014.62518568033
4253319,12473.672865527791
4253334,14585.305727623989
4253816,19223.27008449666
4253821,20218.21133995412
4254197,21796.62196960471
4254420,18410.197459097275
4254430,17738.6380262056
4254432,17764.5976221652
4255593,33893.33402687999
4256309,30409.913251412498
4256767,19309.672507709456
4256944,21349.474345099345
4256946,19782.01598696413
4256949,21240.46143033953
4257562,31966.365718783025
4257625,12672.897975576923
4257911,26005.985440239994
4258258,21755.749354798965
4258379,23589.378354810826
4258743,40572.64151257903
4258746,42396.06613398781
4259415,32319.328304134804
4259422,33378.25687556338
4259441,31338.65153298928
4259443,33910.96445382533
4259495,29211.145550302386
4259919,20744.21023048864
4260544,56768.390809018325
4261266,27997.46409302174
4261719,31164.39646370678
4261850,23121.536127741616
4262040,24809.804407861735
4262383,26645.581316257158
4262648,39492.016270462
4263175,42261.58427113458
4263629,22586.78979272361
4263635,20502.782280627867
4263640,22863.742246702386
4263743,12733.238978943313
4263815,13305.034717311199
4263994,12246.131030268216
4264243,16183.179861522838
4264883,11903.497291650147
4264937,34942.21008958576
4265049,32368.943944943934
4265438,52217.843144508515
4265461,39890.72783360355
4265929,29956.693545308437
4265934,33039.11572684067
4266464,18369.16035963451
4266504,17680.78924190597
4266674,55625.57676521898
4266675,58938.91054368038
4266764,30877.23042513687
4266861,35604.26701652321
4266946,9370.350991140293
4267214,19818.457115089932
4267312,20584.27790679822
4267490,29959.84949457302
4267760,27653.013608446076
4267763,33444.44852103521
4267780,27057.748360295536
4268060,51670.840665053904
4268061,60805.311922962675
4268197,33147.79811539828
4268315,17211.13937195845
4268505,39614.917277898945
4268714,7925.893333559499
4268732,9660.560252816927
4269337,38954.74953775369
4269357,43238.59047116416
4269612,21382.491108923925
4269613,20400.968950150895
4269930,33661.851444758366
4270060,10402.484576692443
4270062,9998.859018062045
4270063,10140.888950231058
4270064,9608.617376598073
4270066,9521.608273466729
4270914,18584.73546276565
4270948,20199.71066840628
4271189,22238.497883331445
4271195,16239.687830332976
4271342,25201.579191329474
4272082,23293.184677683217
4272591,20983.008034543996
4273027,36805.792765170096
4273392,47414.113258824436
4273722,35437.07641499583
4273931,16665.134181274952
4274690,20449.988981606628
4274691,21407.862277256623
4274696,18934.082684987872
4274697,19297.96547499199
